"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"1049",3217,"Steinach",49,1.38,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 49 $/td£  $td£ 1.38% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Popp $/td£ $td£ 41 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keller $/td£ $td£ 22 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 21 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Mäder $/td£ $td£ 19 $/td£  $td£ 0.53% $/td£ $/tr£¢ $/table£"
"1050",3218,"Tübach",17,1.07,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 17 $/td£  $td£ 1.07% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bischoff $/td£ $td£ 13 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 13 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Stadelmann $/td£ $td£ 13 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Weibel $/td£ $td£ 13 $/td£  $td£ 0.82% $/td£ $/tr£¢ $/table£"
"1051",3219,"Untereggen",24,2.33,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Broger $/td£ $td£ 24 $/td£  $td£ 2.33% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Riedener $/td£ $td£ 22 $/td£  $td£ 2.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Braunwalder $/td£ $td£ 20 $/td£  $td£ 1.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Benz $/td£ $td£ 14 $/td£  $td£ 1.36% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Harder $/td£ $td£ 14 $/td£  $td£ 1.36% $/td£ $/tr£¢ $/table£"
"1052",3231,"Au SG",105,1.31,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zoller $/td£ $td£ 105 $/td£  $td£ 1.31% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frei $/td£ $td£ 93 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sieber $/td£ $td£ 63 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weder $/td£ $td£ 52 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Köppel $/td£ $td£ 47 $/td£  $td£ 0.58% $/td£ $/tr£¢ $/table£"
"1053",3232,"Balgach",94,1.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Nüesch $/td£ $td£ 94 $/td£  $td£ 1.88% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sieber $/td£ $td£ 61 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kehl $/td£ $td£ 58 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weder $/td£ $td£ 57 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zünd $/td£ $td£ 57 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"1054",3233,"Berneck",66,1.66,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Seitz $/td£ $td£ 66 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frei $/td£ $td£ 61 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürki $/td£ $td£ 44 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Thurnheer $/td£ $td£ 43 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sieber $/td£ $td£ 42 $/td£  $td£ 1.06% $/td£ $/tr£¢ $/table£"
"1055",3234,"Diepoldsau",191,2.84,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Hutter $/td£ $td£ 191 $/td£  $td£ 2.84% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frei $/td£ $td£ 182 $/td£  $td£ 2.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Spirig $/td£ $td£ 166 $/td£  $td£ 2.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kuster $/td£ $td£ 152 $/td£  $td£ 2.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weder $/td£ $td£ 135 $/td£  $td£ 2.01% $/td£ $/tr£¢ $/table£"
"1056",3235,"Rheineck",41,1.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ibrahimi $/td£ $td£ 41 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 34 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wagner $/td£ $td£ 24 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 21 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 21 $/td£  $td£ 0.61% $/td£ $/tr£¢ $/table£"
"1057",3236,"St. Margrethen",71,1.17,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Künzler $/td£ $td£ 71 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Tiric $/td£ $td£ 39 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Badalli $/td£ $td£ 38 $/td£  $td£ 0.62% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Osmani $/td£ $td£ 37 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Morina $/td£ $td£ 29 $/td£  $td£ 0.48% $/td£ $/tr£¢ $/table£"
"1058",3237,"Thal",53,0.78,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmid $/td£ $td£ 53 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Niederer $/td£ $td£ 52 $/td£  $td£ 0.77% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Tobler $/td£ $td£ 52 $/td£  $td£ 0.77% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Herzog $/td£ $td£ 49 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 40 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lutz $/td£ $td£ 40 $/td£  $td£ 0.59% $/td£ $/tr£¢ $/table£"
"1059",3238,"Widnau",323,3.2,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frei $/td£ $td£ 323 $/td£  $td£ 3.2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sieber $/td£ $td£ 280 $/td£  $td£ 2.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Köppel $/td£ $td£ 235 $/td£  $td£ 2.33% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heule $/td£ $td£ 140 $/td£  $td£ 1.39% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hutter $/td£ $td£ 115 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"1060",3251,"Altstätten",152,1.26,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Heeb $/td£ $td£ 152 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Eugster $/td£ $td£ 140 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steiger $/td£ $td£ 140 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gschwend $/td£ $td£ 138 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumgartner $/td£ $td£ 128 $/td£  $td£ 1.06% $/td£ $/tr£¢ $/table£"
"1061",3252,"Eichberg",27,1.76,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Haltinner $/td£ $td£ 27 $/td£  $td£ 1.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Baumgartner $/td£ $td£ 22 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Dürr $/td£ $td£ 22 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Graf $/td£ $td£ 22 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Walt $/td£ $td£ 22 $/td£  $td£ 1.43% $/td£ $/tr£¢ $/table£"
"1062",3253,"Marbach SG",74,3.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Benz $/td£ $td£ 74 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kobelt $/td£ $td£ 73 $/td£  $td£ 3.47% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Frei $/td£ $td£ 30 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 27 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hutter $/td£ $td£ 24 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"1063",3254,"Oberriet SG",323,3.57,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Hutter $/td£ $td£ 323 $/td£  $td£ 3.57% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Lüchinger $/td£ $td£ 323 $/td£  $td£ 3.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wüst $/td£ $td£ 268 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Loher $/td£ $td£ 243 $/td£  $td£ 2.68% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumgartner $/td£ $td£ 238 $/td£  $td£ 2.63% $/td£ $/tr£¢ $/table£"
"1064",3255,"Rebstein",103,2.14,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Graf $/td£ $td£ 103 $/td£  $td£ 2.14% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rohner $/td£ $td£ 66 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Keel $/td£ $td£ 47 $/td£  $td£ 0.97% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sieber $/td£ $td£ 40 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 30 $/td£  $td£ 0.62% $/td£ $/tr£¢ $/table£"
"1065",3256,"Rüthi SG",131,5.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Büchel $/td£ $td£ 131 $/td£  $td£ 5.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Heeb $/td£ $td£ 95 $/td£  $td£ 3.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kobler $/td£ $td£ 91 $/td£  $td£ 3.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 84 $/td£  $td£ 3.43% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bösch $/td£ $td£ 39 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Göldi $/td£ $td£ 39 $/td£  $td£ 1.59% $/td£ $/tr£¢ $/table£"
"1066",3271,"Buchs SG",163,1.23,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Eggenberger $/td£ $td£ 163 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schwendener $/td£ $td£ 130 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Vetsch $/td£ $td£ 95 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Senn $/td£ $td£ 81 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rohrer $/td£ $td£ 80 $/td£  $td£ 0.6% $/td£ $/tr£¢ $/table£"
"1067",3272,"Gams",227,6.29,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Lenherr $/td£ $td£ 227 $/td£  $td£ 6.29% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hardegger $/td£ $td£ 150 $/td£  $td£ 4.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Dürr $/td£ $td£ 111 $/td£  $td£ 3.07% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schöb $/td£ $td£ 90 $/td£  $td£ 2.49% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kaiser $/td£ $td£ 73 $/td£  $td£ 2.02% $/td£ $/tr£¢ $/table£"
"1068",3273,"Grabs",373,5.15,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Eggenberger $/td£ $td£ 373 $/td£  $td£ 5.15% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Vetsch $/td£ $td£ 305 $/td£  $td£ 4.21% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gantenbein $/td£ $td£ 238 $/td£  $td£ 3.29% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lippuner $/td£ $td£ 153 $/td£  $td£ 2.11% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stricker $/td£ $td£ 105 $/td£  $td£ 1.45% $/td£ $/tr£¢ $/table£"
"1069",3274,"Sennwald",106,1.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Tinner $/td£ $td£ 106 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Heeb $/td£ $td£ 98 $/td£  $td£ 1.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hanselmann $/td£ $td£ 65 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vetsch $/td£ $td£ 62 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berger $/td£ $td£ 60 $/td£  $td£ 1.01% $/td£ $/tr£¢ $/table£"
"1070",3275,"Sevelen",83,1.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schwendener $/td£ $td£ 83 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hagmann $/td£ $td£ 53 $/td£  $td£ 1.02% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 51 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vetsch $/td£ $td£ 40 $/td£  $td£ 0.77% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hofmänner $/td£ $td£ 38 $/td£  $td£ 0.73% $/td£ $/tr£¢ $/table£"
"1071",3276,"Wartau",204,3.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gabathuler $/td£ $td£ 204 $/td£  $td£ 3.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 84 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Eggenberger $/td£ $td£ 74 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zogg $/td£ $td£ 73 $/td£  $td£ 1.38% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schlegel $/td£ $td£ 67 $/td£  $td£ 1.26% $/td£ $/tr£¢ $/table£"
"1072",3291,"Bad Ragaz",68,1.04,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kühne $/td£ $td£ 68 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Widrig $/td£ $td£ 67 $/td£  $td£ 1.02% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kohler $/td£ $td£ 50 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kressig $/td£ $td£ 39 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Triet $/td£ $td£ 39 $/td£  $td£ 0.6% $/td£ $/tr£¢ $/table£"
"1073",3292,"Flums",221,4.36,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wildhaber $/td£ $td£ 221 $/td£  $td£ 4.36% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bless $/td£ $td£ 139 $/td£  $td£ 2.74% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Mannhart $/td£ $td£ 114 $/td£  $td£ 2.25% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kurath $/td£ $td£ 113 $/td£  $td£ 2.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Eberle $/td£ $td£ 92 $/td£  $td£ 1.81% $/td£ $/tr£¢ $/table£"
"1074",3293,"Mels",480,5.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ackermann $/td£ $td£ 480 $/td£  $td£ 5.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Good $/td£ $td£ 407 $/td£  $td£ 4.53% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Willi $/td£ $td£ 222 $/td£  $td£ 2.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hobi $/td£ $td£ 219 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kalberer $/td£ $td£ 161 $/td£  $td£ 1.79% $/td£ $/tr£¢ $/table£"
"1075",3294,"Pfäfers",95,6.16,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kohler $/td£ $td£ 95 $/td£  $td£ 6.16% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kühne $/td£ $td£ 88 $/td£  $td£ 5.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jäger $/td£ $td£ 67 $/td£  $td£ 4.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Nigg $/td£ $td£ 52 $/td£  $td£ 3.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rupp $/td£ $td£ 49 $/td£  $td£ 3.18% $/td£ $/tr£¢ $/table£"
"1076",3295,"Quarten",126,4.2,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gubser $/td£ $td£ 126 $/td£  $td£ 4.2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Giger $/td£ $td£ 93 $/td£  $td£ 3.1% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Walser $/td£ $td£ 91 $/td£  $td£ 3.03% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hug $/td£ $td£ 58 $/td£  $td£ 1.93% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 57 $/td£  $td£ 1.9% $/td£ $/tr£¢ $/table£"
"1077",3296,"Sargans",89,1.43,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Good $/td£ $td£ 89 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Broder $/td£ $td£ 73 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 68 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grünenfelder $/td£ $td£ 65 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Willi $/td£ $td£ 54 $/td£  $td£ 0.87% $/td£ $/tr£¢ $/table£"
"1078",3297,"Vilters-Wangs",133,2.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kalberer $/td£ $td£ 133 $/td£  $td£ 2.68% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Grünenfelder $/td£ $td£ 130 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Good $/td£ $td£ 87 $/td£  $td£ 1.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Willi $/td£ $td£ 76 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Guntli $/td£ $td£ 73 $/td£  $td£ 1.47% $/td£ $/tr£¢ $/table£"
"1079",3298,"Walenstadt",118,2.03,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gubser $/td£ $td£ 118 $/td£  $td£ 2.03% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wildhaber $/td£ $td£ 114 $/td£  $td£ 1.97% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Giger $/td£ $td£ 83 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 75 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hobi $/td£ $td£ 68 $/td£  $td£ 1.17% $/td£ $/tr£¢ $/table£"
"1080",3311,"Amden",183,9.82,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gmür $/td£ $td£ 183 $/td£  $td£ 9.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Thoma $/td£ $td£ 133 $/td£  $td£ 7.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Büsser $/td£ $td£ 70 $/td£  $td£ 3.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüdisüli $/td£ $td£ 59 $/td£  $td£ 3.17% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Böni $/td£ $td£ 53 $/td£  $td£ 2.84% $/td£ $/tr£¢ $/table£"
